Domain,Area,Element,Months,Year,Unit,Value
"Temperature change","Greece","Temperature change","September","2001","°C","1.327"
"Temperature change","Greece","Temperature change","September","2002","°C","-0.114"
"Temperature change","Greece","Temperature change","September","2003","°C","0.059"
"Temperature change","Greece","Temperature change","September","2004","°C","0.484"
"Temperature change","Greece","Temperature change","September","2005","°C","0.879"
"Temperature change","Greece","Temperature change","September","2006","°C","0.489"
"Temperature change","Greece","Temperature change","September","2007","°C","0.259"
"Temperature change","Greece","Temperature change","September","2008","°C","0.289"
"Temperature change","Greece","Temperature change","September","2009","°C","0.308"
"Temperature change","Greece","Temperature change","September","2010","°C","1.171"
"Temperature change","Greece","Temperature change","September","2011","°C","2.523"
"Temperature change","Greece","Temperature change","September","2012","°C","1.945"
"Temperature change","Greece","Temperature change","September","2013","°C","1.2"
"Temperature change","Greece","Temperature change","October","2000","°C","0.229"
"Temperature change","Greece","Temperature change","October","2001","°C","1.71"
"Temperature change","Greece","Temperature change","October","2002","°C","0.556"
"Temperature change","Greece","Temperature change","October","2003","°C","1.442"
"Temperature change","Greece","Temperature change","October","2004","°C","2.138"
"Temperature change","Greece","Temperature change","October","2005","°C","-0.416"
"Temperature change","Greece","Temperature change","October","2006","°C","0.616"
"Temperature change","Greece","Temperature change","October","2007","°C","0.796"
"Temperature change","Greece","Temperature change","October","2008","°C","0.659"
"Temperature change","Greece","Temperature change","October","2009","°C","1.06"
"Temperature change","Greece","Temperature change","October","2010","°C","0.034"
"Temperature change","Greece","Temperature change","October","2011","°C","-1.206"
"Temperature change","Greece","Temperature change","October","2012","°C","3.037"
"Temperature change","Greece","Temperature change","October","2013","°C","0.404"
"Temperature change","Greece","Temperature change","November","2000","°C","1.816"
"Temperature change","Greece","Temperature change","November","2001","°C","-0.769"
"Temperature change","Greece","Temperature change","November","2002","°C","0.71"
"Temperature change","Greece","Temperature change","November","2003","°C","0.562"
"Temperature change","Greece","Temperature change","November","2004","°C","0.097"
"Temperature change","Greece","Temperature change","November","2005","°C","-1.267"
"Temperature change","Greece","Temperature change","November","2006","°C","-1.608"
"Temperature change","Greece","Temperature change","November","2007","°C","-0.699"
"Temperature change","Greece","Temperature change","November","2008","°C","1.047"
"Temperature change","Greece","Temperature change","November","2009","°C","0.295"
"Temperature change","Greece","Temperature change","November","2010","°C","2.993"
"Temperature change","Greece","Temperature change","November","2011","°C","-2.541"
"Temperature change","Greece","Temperature change","November","2012","°C","1.917"
"Temperature change","Greece","Temperature change","November","2013","°C","1.467"
"Temperature change","Greece","Temperature change","December","2000","°C","0.751"
"Temperature change","Greece","Temperature change","December","2001","°C","-3.397"
"Temperature change","Greece","Temperature change","December","2002","°C","-0.691"
"Temperature change","Greece","Temperature change","December","2003","°C","-0.33"
"Temperature change","Greece","Temperature change","December","2004","°C","0.723"
"Temperature change","Greece","Temperature change","December","2005","°C","0.353"
"Temperature change","Greece","Temperature change","December","2006","°C","-0.47"
"Temperature change","Greece","Temperature change","December","2007","°C","-1.352"
"Temperature change","Greece","Temperature change","December","2008","°C","0.683"
"Temperature change","Greece","Temperature change","December","2009","°C","2.11"
"Temperature change","Greece","Temperature change","December","2010","°C","1.483"
"Temperature change","Greece","Temperature change","December","2011","°C","0.123"
"Temperature change","Greece","Temperature change","December","2012","°C","-0.356"
"Temperature change","Greece","Temperature change","December","2013","°C","-0.935"
"Temperature change","Hungary","Temperature change","January","2000","°C","-0.536"
"Temperature change","Hungary","Temperature change","January","2001","°C","3.035"
"Temperature change","Hungary","Temperature change","January","2002","°C","1.559"
"Temperature change","Hungary","Temperature change","January","2003","°C","-0.295"
"Temperature change","Hungary","Temperature change","January","2004","°C","-0.44"
"Temperature change","Hungary","Temperature change","January","2005","°C","1.797"
"Temperature change","Hungary","Temperature change","January","2006","°C","-1.12"
"Temperature change","Hungary","Temperature change","January","2007","°C","6.472"
"Temperature change","Hungary","Temperature change","January","2008","°C","3.406"
"Temperature change","Hungary","Temperature change","January","2009","°C","0.259"
"Temperature change","Hungary","Temperature change","January","2010","°C","-0.122"
"Temperature change","Hungary","Temperature change","January","2011","°C","1.791"
"Temperature change","Hungary","Temperature change","January","2012","°C","2.431"
"Temperature change","Hungary","Temperature change","January","2013","°C","2.129"
"Temperature change","Hungary","Temperature change","February","2000","°C","2.784"
"Temperature change","Hungary","Temperature change","February","2001","°C","2.492"
"Temperature change","Hungary","Temperature change","February","2002","°C","4.736"
"Temperature change","Hungary","Temperature change","February","2003","°C","-4.163"
"Temperature change","Hungary","Temperature change","February","2004","°C","1.08"
"Temperature change","Hungary","Temperature change","February","2005","°C","-3.104"
"Temperature change","Hungary","Temperature change","February","2006","°C","-1.011"
"Temperature change","Hungary","Temperature change","February","2007","°C","4.242"
"Temperature change","Hungary","Temperature change","February","2008","°C","3.454"
"Temperature change","Hungary","Temperature change","February","2009","°C","0.699"
"Temperature change","Hungary","Temperature change","February","2010","°C","0.417"
"Temperature change","Hungary","Temperature change","February","2011","°C","-0.536"
"Temperature change","Hungary","Temperature change","February","2012","°C","-4.589"
"Temperature change","Hungary","Temperature change","February","2013","°C","1.326"
"Temperature change","Hungary","Temperature change","March","2000","°C","1.138"
"Temperature change","Hungary","Temperature change","March","2001","°C","3.275"
"Temperature change","Hungary","Temperature change","March","2002","°C","2.904"
"Temperature change","Hungary","Temperature change","March","2003","°C","0.547"
"Temperature change","Hungary","Temperature change","March","2004","°C","0.374"
"Temperature change","Hungary","Temperature change","March","2005","°C","-1.241"
"Temperature change","Hungary","Temperature change","March","2006","°C","-0.96"
"Temperature change","Hungary","Temperature change","March","2007","°C","3.317"
"Temperature change","Hungary","Temperature change","March","2008","°C","1.673"
"Temperature change","Hungary","Temperature change","March","2009","°C","1.003"
"Temperature change","Hungary","Temperature change","March","2010","°C","1.15"
"Temperature change","Hungary","Temperature change","March","2011","°C","1.29"
"Temperature change","Hungary","Temperature change","March","2012","°C","2.861"
"Temperature change","Hungary","Temperature change","March","2013","°C","-1.119"
"Temperature change","Hungary","Temperature change","April","2000","°C","3.522"
"Temperature change","Hungary","Temperature change","April","2001","°C","0.112"
"Temperature change","Hungary","Temperature change","April","2002","°C","0.545"
"Temperature change","Hungary","Temperature change","April","2003","°C","-0.268"
"Temperature change","Hungary","Temperature change","April","2004","°C","1.259"
"Temperature change","Hungary","Temperature change","April","2005","°C","0.99"
"Temperature change","Hungary","Temperature change","April","2006","°C","1.797"
"Temperature change","Hungary","Temperature change","April","2007","°C","2.452"
"Temperature change","Hungary","Temperature change","April","2008","°C","1.155"
"Temperature change","Hungary","Temperature change","April","2009","°C","3.985"
"Temperature change","Hungary","Temperature change","April","2010","°C","1.166"
"Temperature change","Hungary","Temperature change","April","2011","°C","2.568"
"Temperature change","Hungary","Temperature change","April","2012","°C","1.682"
"Temperature change","Hungary","Temperature change","April","2013","°C","1.886"
"Temperature change","Hungary","Temperature change","May","2000","°C","2.549"
"Temperature change","Hungary","Temperature change","May","2001","°C","2.339"
"Temperature change","Hungary","Temperature change","May","2002","°C","3.285"
"Temperature change","Hungary","Temperature change","May","2003","°C","3.942"
"Temperature change","Hungary","Temperature change","May","2004","°C","-0.643"
"Temperature change","Hungary","Temperature change","May","2005","°C","1.242"
"Temperature change","Hungary","Temperature change","May","2006","°C","0.446"
"Temperature change","Hungary","Temperature change","May","2007","°C","2.621"
"Temperature change","Hungary","Temperature change","May","2008","°C","1.704"
"Temperature change","Hungary","Temperature change","May","2009","°C","2.056"
"Temperature change","Hungary","Temperature change","May","2010","°C","0.974"
"Temperature change","Hungary","Temperature change","May","2011","°C","1.184"
"Temperature change","Hungary","Temperature change","May","2012","°C","1.627"
"Temperature change","Hungary","Temperature change","May","2013","°C","1.297"
"Temperature change","Hungary","Temperature change","June","2000","°C","1.841"
"Temperature change","Hungary","Temperature change","June","2001","°C","-0.817"
"Temperature change","Hungary","Temperature change","June","2002","°C","2.092"
"Temperature change","Hungary","Temperature change","June","2003","°C","3.826"
"Temperature change","Hungary","Temperature change","June","2004","°C","0.139"
"Temperature change","Hungary","Temperature change","June","2005","°C","0.227"
"Temperature change","Hungary","Temperature change","June","2006","°C","0.649"
"Temperature change","Hungary","Temperature change","June","2007","°C","2.766"
"Temperature change","Hungary","Temperature change","June","2008","°C","2.028"
"Temperature change","Hungary","Temperature change","June","2009","°C","0.237"
"Temperature change","Hungary","Temperature change","June","2010","°C","1.028"
"Temperature change","Hungary","Temperature change","June","2011","°C","1.583"
"Temperature change","Hungary","Temperature change","June","2012","°C","2.463"
"Temperature change","Hungary","Temperature change","June","2013","°C","1.006"
"Temperature change","Hungary","Temperature change","July","2000","°C","-0.049"
"Temperature change","Hungary","Temperature change","July","2001","°C","1.418"
"Temperature change","Hungary","Temperature change","July","2002","°C","2.535"
"Temperature change","Hungary","Temperature change","July","2003","°C","1.932"
"Temperature change","Hungary","Temperature change","July","2004","°C","0.779"
"Temperature change","Hungary","Temperature change","July","2005","°C","1.034"
"Temperature change","Hungary","Temperature change","July","2006","°C","3.008"
"Temperature change","Hungary","Temperature change","July","2007","°C","2.542"
"Temperature change","Hungary","Temperature change","July","2008","°C","0.969"
"Temperature change","Hungary","Temperature change","July","2009","°C","2.005"
"Temperature change","Hungary","Temperature change","July","2010","°C","2.593"
"Temperature change","Hungary","Temperature change","July","2011","°C","0.698"
"Temperature change","Hungary","Temperature change","July","2012","°C","3.233"
"Temperature change","Hungary","Temperature change","July","2013","°C","2.071"
"Temperature change","Hungary","Temperature change","August","2000","°C","2.839"
"Temperature change","Hungary","Temperature change","August","2001","°C","2.582"
"Temperature change","Hungary","Temperature change","August","2002","°C","1.582"
"Temperature change","Hungary","Temperature change","August","2003","°C","3.893"
"Temperature change","Hungary","Temperature change","August","2004","°C","1.21"
"Temperature change","Hungary","Temperature change","August","2005","°C","-0.189"
"Temperature change","Hungary","Temperature change","August","2006","°C","-0.576"
"Temperature change","Hungary","Temperature change","August","2007","°C","2.182"
"Temperature change","Hungary","Temperature change","August","2008","°C","1.68"
"Temperature change","Hungary","Temperature change","August","2009","°C","2.391"
"Temperature change","Hungary","Temperature change","August","2010","°C","1.312"
"Temperature change","Hungary","Temperature change","August","2011","°C","2.456"
"Temperature change","Hungary","Temperature change","August","2012","°C","2.97"
"Temperature change","Hungary","Temperature change","August","2013","°C","2.665"
"Temperature change","Hungary","Temperature change","September","2000","°C","0.113"
"Temperature change","Hungary","Temperature change","September","2001","°C","-1.322"
"Temperature change","Hungary","Temperature change","September","2002","°C","-0.399"
"Temperature change","Hungary","Temperature change","September","2003","°C","0.288"
"Temperature change","Hungary","Temperature change","September","2004","°C","-0.231"
"Temperature change","Hungary","Temperature change","September","2005","°C","1.231"
"Temperature change","Hungary","Temperature change","September","2006","°C","1.914"
"Temperature change","Hungary","Temperature change","September","2007","°C","-1.298"
"Temperature change","Hungary","Temperature change","September","2008","°C","-0.594"
"Temperature change","Hungary","Temperature change","September","2009","°C","2.508"
"Temperature change","Hungary","Temperature change","September","2010","°C","-0.865"
"Temperature change","Hungary","Temperature change","September","2011","°C","3.436"
"Temperature change","Hungary","Temperature change","September","2012","°C","2.344"
"Temperature change","Hungary","Temperature change","September","2013","°C","-0.642"
"Temperature change","Hungary","Temperature change","October","2000","°C","3.057"
"Temperature change","Hungary","Temperature change","October","2001","°C","3.273"
"Temperature change","Hungary","Temperature change","October","2002","°C","0.016"
"Temperature change","Hungary","Temperature change","October","2003","°C","-2.042"
"Temperature change","Hungary","Temperature change","October","2004","°C","2.047"
"Temperature change","Hungary","Temperature change","October","2005","°C","1.001"
"Temperature change","Hungary","Temperature change","October","2006","°C","2.411"
"Temperature change","Hungary","Temperature change","October","2007","°C","-0.29"
"Temperature change","Hungary","Temperature change","October","2008","°C","1.821"
"Temperature change","Hungary","Temperature change","October","2009","°C","0.329"
"Temperature change","Hungary","Temperature change","October","2010","°C","-1.859"
"Temperature change","Hungary","Temperature change","October","2011","°C","-0.175"
"Temperature change","Hungary","Temperature change","October","2012","°C","1.161"
"Temperature change","Hungary","Temperature change","October","2013","°C","2.185"
"Temperature change","Hungary","Temperature change","November","2000","°C","3.81"
"Temperature change","Hungary","Temperature change","November","2001","°C","-1.843"
"Temperature change","Hungary","Temperature change","November","2002","°C","2.76"
"Temperature change","Hungary","Temperature change","November","2003","°C","2.124"
"Temperature change","Hungary","Temperature change","November","2004","°C","0.611"
"Temperature change","Hungary","Temperature change","November","2005","°C","-0.818"
"Temperature change","Hungary","Temperature change","November","2006","°C","2.044"
"Temperature change","Hungary","Temperature change","November","2007","°C","-1.333"
"Temperature change","Hungary","Temperature change","November","2008","°C","1.704"
"Temperature change","Hungary","Temperature change","November","2009","°C","2.071"
"Temperature change","Hungary","Temperature change","November","2010","°C","3.159"
"Temperature change","Hungary","Temperature change","November","2011","°C","-1.716"
"Temperature change","Hungary","Temperature change","November","2012","°C","2.614"
"Temperature change","Hungary","Temperature change","November","2013","°C","2.164"
"Temperature change","Hungary","Temperature change","December","2000","°C","2.371"
"Temperature change","Hungary","Temperature change","December","2001","°C","-4.318"
"Temperature change","Hungary","Temperature change","December","2002","°C","-0.999"
"Temperature change","Hungary","Temperature change","December","2003","°C","0.683"
"Temperature change","Hungary","Temperature change","December","2004","°C","0.933"
"Temperature change","Hungary","Temperature change","December","2005","°C","0.061"
"Temperature change","Hungary","Temperature change","December","2006","°C","2.302"
"Temperature change","Hungary","Temperature change","December","2007","°C","-0.761"
"Temperature change","Hungary","Temperature change","December","2008","°C","2.108"
"Temperature change","Hungary","Temperature change","December","2009","°C","1.011"
"Temperature change","Hungary","Temperature change","December","2010","°C","-1.602"
"Temperature change","Hungary","Temperature change","December","2011","°C","2.216"
"Temperature change","Hungary","Temperature change","December","2012","°C","-0.803"
"Temperature change","Hungary","Temperature change","December","2013","°C","1.547"
"Temperature change","Ireland","Temperature change","January","2000","°C","0.928"
"Temperature change","Ireland","Temperature change","January","2001","°C","-0.452"
"Temperature change","Ireland","Temperature change","January","2002","°C","2.744"
"Temperature change","Ireland","Temperature change","January","2003","°C","0.683"
"Temperature change","Ireland","Temperature change","January","2004","°C","1.273"
"Temperature change","Ireland","Temperature change","January","2005","°C","2.434"
"Temperature change","Ireland","Temperature change","January","2006","°C","1.19"
"Temperature change","Ireland","Temperature change","January","2007","°C","2.305"
"Temperature change","Ireland","Temperature change","January","2008","°C","2.053"
"Temperature change","Ireland","Temperature change","January","2009","°C","0.243"
"Temperature change","Ireland","Temperature change","January","2010","°C","-1.855"
"Temperature change","Ireland","Temperature change","January","2011","°C","-0.356"
"Temperature change","Ireland","Temperature change","January","2012","°C","2.587"
"Temperature change","Ireland","Temperature change","January","2013","°C","1.147"
"Temperature change","Ireland","Temperature change","February","2000","°C","2.038"
"Temperature change","Ireland","Temperature change","February","2001","°C","0.385"
"Temperature change","Ireland","Temperature change","February","2002","°C","2.117"
"Temperature change","Ireland","Temperature change","February","2003","°C","0.849"
"Temperature change","Ireland","Temperature change","February","2004","°C","0.887"
"Temperature change","Ireland","Temperature change","February","2005","°C","0.687"
"Temperature change","Ireland","Temperature change","February","2006","°C","0.841"
"Temperature change","Ireland","Temperature change","February","2007","°C","1.542"
"Temperature change","Ireland","Temperature change","February","2008","°C","1.677"
"Temperature change","Ireland","Temperature change","February","2009","°C","0.904"
"Temperature change","Ireland","Temperature change","February","2010","°C","-1.352"
"Temperature change","Ireland","Temperature change","February","2011","°C","2.433"
"Temperature change","Ireland","Temperature change","February","2012","°C","2.619"
"Temperature change","Ireland","Temperature change","February","2013","°C","0.538"
"Temperature change","Ireland","Temperature change","March","2000","°C","1.539"
"Temperature change","Ireland","Temperature change","March","2001","°C","-0.437"
"Temperature change","Ireland","Temperature change","March","2002","°C","1.481"
"Temperature change","Ireland","Temperature change","March","2003","°C","1.72"
"Temperature change","Ireland","Temperature change","March","2004","°C","0.944"
"Temperature change","Ireland","Temperature change","March","2005","°C","1.903"
"Temperature change","Ireland","Temperature change","March","2006","°C","-0.222"
"Temperature change","Ireland","Temperature change","March","2007","°C","1.005"
"Temperature change","Ireland","Temperature change","March","2008","°C","0.406"
"Temperature change","Ireland","Temperature change","March","2009","°C","1.333"
"Temperature change","Ireland","Temperature change","March","2010","°C","-0.076"
"Temperature change","Ireland","Temperature change","March","2011","°C","0.8"
"Temperature change","Ireland","Temperature change","March","2012","°C","2.869"
"Temperature change","Ireland","Temperature change","March","2013","°C","-2.009"
"Temperature change","Ireland","Temperature change","April","2000","°C","-0.724"
"Temperature change","Ireland","Temperature change","April","2001","°C","-0.128"
"Temperature change","Ireland","Temperature change","April","2002","°C","0.897"
"Temperature change","Ireland","Temperature change","April","2003","°C","1.878"
"Temperature change","Ireland","Temperature change","April","2004","°C","1.078"
"Temperature change","Ireland","Temperature change","April","2005","°C","0.7"
"Temperature change","Ireland","Temperature change","April","2006","°C","0.489"
"Temperature change","Ireland","Temperature change","April","2007","°C","2.917"
"Temperature change","Ireland","Temperature change","April","2008","°C","0.205"
"Temperature change","Ireland","Temperature change","April","2009","°C","1.337"
"Temperature change","Ireland","Temperature change","April","2010","°C","1.04"
"Temperature change","Ireland","Temperature change","April","2011","°C","3.204"
"Temperature change","Ireland","Temperature change","April","2012","°C","-0.544"
"Temperature change","Ireland","Temperature change","April","2013","°C","-0.524"
"Temperature change","Ireland","Temperature change","May","2000","°C","0.91"
"Temperature change","Ireland","Temperature change","May","2001","°C","1.553"
"Temperature change","Ireland","Temperature change","May","2002","°C","0.517"
"Temperature change","Ireland","Temperature change","May","2003","°C","0.403"
"Temperature change","Ireland","Temperature change","May","2004","°C","0.994"
"Temperature change","Ireland","Temperature change","May","2005","°C","0.113"
"Temperature change","Ireland","Temperature change","May","2006","°C","0.584"
"Temperature change","Ireland","Temperature change","May","2007","°C","0.983"
"Temperature change","Ireland","Temperature change","May","2008","°C","2.669"
"Temperature change","Ireland","Temperature change","May","2009","°C","0.768"
"Temperature change","Ireland","Temperature change","May","2010","°C","0.33"
"Temperature change","Ireland","Temperature change","May","2011","°C","0.99"
"Temperature change","Ireland","Temperature change","May","2012","°C","0.632"
"Temperature change","Ireland","Temperature change","May","2013","°C","-0.327"
"Temperature change","Ireland","Temperature change","June","2000","°C","0.422"
"Temperature change","Ireland","Temperature change","June","2001","°C","0.087"
"Temperature change","Ireland","Temperature change","June","2002","°C","-0.358"
"Temperature change","Ireland","Temperature change","June","2003","°C","1.016"
"Temperature change","Ireland","Temperature change","June","2004","°C","1.402"
"Temperature change","Ireland","Temperature change","June","2005","°C","1.578"
"Temperature change","Ireland","Temperature change","June","2006","°C","1.643"
"Temperature change","Ireland","Temperature change","June","2007","°C","1.2"
"Temperature change","Ireland","Temperature change","June","2008","°C","0.283"
"Temperature change","Ireland","Temperature change","June","2009","°C","1.616"
"Temperature change","Ireland","Temperature change","June","2010","°C","1.752"
"Temperature change","Ireland","Temperature change","June","2011","°C","-0.697"
"Temperature change","Ireland","Temperature change","June","2012","°C","-0.12"
"Temperature change","Ireland","Temperature change","June","2013","°C","0.519"
"Temperature change","Ireland","Temperature change","July","2000","°C","0.785"
"Temperature change","Ireland","Temperature change","July","2001","°C","0.553"
"Temperature change","Ireland","Temperature change","July","2002","°C","-0.198"
"Temperature change","Ireland","Temperature change","July","2003","°C","1.29"
"Temperature change","Ireland","Temperature change","July","2004","°C","-0.057"
"Temperature change","Ireland","Temperature change","July","2005","°C","1.232"
"Temperature change","Ireland","Temperature change","July","2006","°C","2.665"
"Temperature change","Ireland","Temperature change","July","2007","°C","0.108"
"Temperature change","Ireland","Temperature change","July","2008","°C","0.827"
"Temperature change","Ireland","Temperature change","July","2009","°C","0.624"
"Temperature change","Ireland","Temperature change","July","2010","°C","0.929"
"Temperature change","Ireland","Temperature change","July","2011","°C","-0.131"
"Temperature change","Ireland","Temperature change","July","2012","°C","-0.271"
"Temperature change","Ireland","Temperature change","July","2013","°C","2.946"
"Temperature change","Ireland","Temperature change","August","2000","°C","1.021"
"Temperature change","Ireland","Temperature change","August","2001","°C","0.523"
"Temperature change","Ireland","Temperature change","August","2002","°C","0.906"
"Temperature change","Ireland","Temperature change","August","2003","°C","2.068"
"Temperature change","Ireland","Temperature change","August","2004","°C","1.425"
"Temperature change","Ireland","Temperature change","August","2005","°C","0.98"
"Temperature change","Ireland","Temperature change","August","2006","°C","0.922"
"Temperature change","Ireland","Temperature change","August","2007","°C","0.48"
"Temperature change","Ireland","Temperature change","August","2008","°C","0.845"
"Temperature change","Ireland","Temperature change","August","2009","°C","0.645"
"Temperature change","Ireland","Temperature change","August","2010","°C","0.03"
"Temperature change","Ireland","Temperature change","August","2011","°C","-0.47"
"Temperature change","Ireland","Temperature change","August","2012","°C","1.266"
"Temperature change","Ireland","Temperature change","August","2013","°C","1.3"
"Temperature change","Ireland","Temperature change","September","2000","°C","0.946"
"Temperature change","Ireland","Temperature change","September","2001","°C","0.706"
"Temperature change","Ireland","Temperature change","September","2002","°C","0.911"
"Temperature change","Ireland","Temperature change","September","2003","°C","0.995"
"Temperature change","Ireland","Temperature change","September","2004","°C","1.352"
"Temperature change","Ireland","Temperature change","September","2005","°C","1.344"
"Temperature change","Ireland","Temperature change","September","2006","°C","2.281"
"Temperature change","Ireland","Temperature change","September","2007","°C","0.746"
"Temperature change","Ireland","Temperature change","September","2008","°C","0.046"
"Temperature change","Ireland","Temperature change","September","2009","°C","0.518"
"Temperature change","Ireland","Temperature change","September","2010","°C","1.045"
"Temperature change","Ireland","Temperature change","September","2011","°C","1.038"
"Temperature change","Ireland","Temperature change","September","2012","°C","-0.133"
"Temperature change","Ireland","Temperature change","September","2013","°C","1.054"
"Temperature change","Ireland","Temperature change","October","2000","°C","-0.649"
"Temperature change","Ireland","Temperature change","October","2001","°C","1.984"
"Temperature change","Ireland","Temperature change","October","2002","°C","-0.554"
"Temperature change","Ireland","Temperature change","October","2003","°C","-0.768"
"Temperature change","Ireland","Temperature change","October","2004","°C","-1.048"
"Temperature change","Ireland","Temperature change","October","2005","°C","1.373"
"Temperature change","Ireland","Temperature change","October","2006","°C","1.787"
"Temperature change","Ireland","Temperature change","October","2007","°C","1.535"
"Temperature change","Ireland","Temperature change","October","2008","°C","-0.845"
"Temperature change","Ireland","Temperature change","October","2009","°C","1.372"
"Temperature change","Ireland","Temperature change","October","2010","°C","0.159"
"Temperature change","Ireland","Temperature change","October","2011","°C","1.387"
"Temperature change","Ireland","Temperature change","October","2012","°C","-1.071"
"Temperature change","Ireland","Temperature change","October","2013","°C","1.761"
"Temperature change","Ireland","Temperature change","November","2000","°C","-0.275"
"Temperature change","Ireland","Temperature change","November","2001","°C","1.588"
"Temperature change","Ireland","Temperature change","November","2002","°C","1.842"
"Temperature change","Ireland","Temperature change","November","2003","°C","1.407"
"Temperature change","Ireland","Temperature change","November","2004","°C","1.839"
"Temperature change","Ireland","Temperature change","November","2005","°C","0.272"
"Temperature change","Ireland","Temperature change","November","2006","°C","1.042"
"Temperature change","Ireland","Temperature change","November","2007","°C","2.17"
"Temperature change","Ireland","Temperature change","November","2008","°C","0.762"
"Temperature change","Ireland","Temperature change","November","2009","°C","1.016"
"Temperature change","Ireland","Temperature change","November","2010","°C","-1.098"
"Temperature change","Ireland","Temperature change","November","2011","°C","3.008"
"Temperature change","Ireland","Temperature change","November","2012","°C","-0.179"
"Temperature change","Ireland","Temperature change","November","2013","°C","0.158"
"Temperature change","Ireland","Temperature change","December","2000","°C","-0.012"
"Temperature change","Ireland","Temperature change","December","2001","°C","-0.591"
"Temperature change","Ireland","Temperature change","December","2002","°C","0.527"
"Temperature change","Ireland","Temperature change","December","2003","°C","0.446"
"Temperature change","Ireland","Temperature change","December","2004","°C","1.33"
"Temperature change","Ireland","Temperature change","December","2005","°C","0.659"
"Temperature change","Ireland","Temperature change","December","2006","°C","1.269"
"Temperature change","Ireland","Temperature change","December","2007","°C","1.37"
"Temperature change","Ireland","Temperature change","December","2008","°C","-0.483"
"Temperature change","Ireland","Temperature change","December","2009","°C","-1.936"
"Temperature change","Ireland","Temperature change","December","2010","°C","-4.3"
"Temperature change","Ireland","Temperature change","December","2011","°C","0.918"
"Temperature change","Ireland","Temperature change","December","2012","°C","0.448"
"Temperature change","Ireland","Temperature change","December","2013","°C","1.492"
"Temperature change","Italy","Temperature change","January","2000","°C","-0.451"
"Temperature change","Italy","Temperature change","January","2001","°C","1.914"
"Temperature change","Italy","Temperature change","January","2002","°C","-0.255"
"Temperature change","Italy","Temperature change","January","2003","°C","0.869"
"Temperature change","Italy","Temperature change","January","2004","°C","-0.034"
"Temperature change","Italy","Temperature change","January","2005","°C","-0.311"
"Temperature change","Italy","Temperature change","January","2006","°C","-0.871"
"Temperature change","Italy","Temperature change","January","2007","°C","3.05"
"Temperature change","Italy","Temperature change","January","2008","°C","2.08"
"Temperature change","Italy","Temperature change","January","2009","°C","0.594"
"Temperature change","Italy","Temperature change","January","2010","°C","-0.152"
"Temperature change","Italy","Temperature change","January","2011","°C","0.882"
"Temperature change","Italy","Temperature change","January","2012","°C","0.583"
"Temperature change","Italy","Temperature change","January","2013","°C","1.094"
"Temperature change","Italy","Temperature change","February","2000","°C","0.961"
"Temperature change","Italy","Temperature change","February","2001","°C","1.181"
"Temperature change","Italy","Temperature change","February","2002","°C","2.293"
"Temperature change","Italy","Temperature change","February","2003","°C","-2.455"
"Temperature change","Italy","Temperature change","February","2004","°C","0.639"
"Temperature change","Italy","Temperature change","February","2005","°C","-2.201"
"Temperature change","Italy","Temperature change","February","2006","°C","-0.244"
"Temperature change","Italy","Temperature change","February","2007","°C","2.46"
"Temperature change","Italy","Temperature change","February","2008","°C","0.944"
"Temperature change","Italy","Temperature change","February","2009","°C","-0.539"
"Temperature change","Italy","Temperature change","February","2010","°C","0.374"
"Temperature change","Italy","Temperature change","February","2011","°C","0.651"
"Temperature change","Italy","Temperature change","February","2012","°C","-2.521"
"Temperature change","Italy","Temperature change","February","2013","°C","-1.102"
"Temperature change","Italy","Temperature change","March","2000","°C","1.146"
"Temperature change","Italy","Temperature change","March","2001","°C","3.458"
"Temperature change","Italy","Temperature change","March","2002","°C","2.41"
"Temperature change","Italy","Temperature change","March","2003","°C","0.756"
"Temperature change","Italy","Temperature change","March","2004","°C","-0.072"
"Temperature change","Italy","Temperature change","March","2005","°C","0.13"
"Temperature change","Italy","Temperature change","March","2006","°C","-0.207"
"Temperature change","Italy","Temperature change","March","2007","°C","1.592"
"Temperature change","Italy","Temperature change","March","2008","°C","0.993"
"Temperature change","Italy","Temperature change","March","2009","°C","0.632"
"Temperature change","Italy","Temperature change","March","2010","°C","0.435"
"Temperature change","Italy","Temperature change","March","2011","°C","0.846"
"Temperature change","Italy","Temperature change","March","2012","°C","2.481"
"Temperature change","Italy","Temperature change","March","2013","°C","0.497"
"Temperature change","Italy","Temperature change","April","2000","°C","1.787"
"Temperature change","Italy","Temperature change","April","2001","°C","0.081"
"Temperature change","Italy","Temperature change","April","2002","°C","0.892"
"Temperature change","Italy","Temperature change","April","2003","°C","0.39"
"Temperature change","Italy","Temperature change","April","2004","°C","0.722"
"Temperature change","Italy","Temperature change","April","2005","°C","0.416"
"Temperature change","Italy","Temperature change","April","2006","°C","1.689"
"Temperature change","Italy","Temperature change","April","2007","°C","3.119"
"Temperature change","Italy","Temperature change","April","2008","°C","1.015"
"Temperature change","Italy","Temperature change","April","2009","°C","1.766"
"Temperature change","Italy","Temperature change","April","2010","°C","1.426"
"Temperature change","Italy","Temperature change","April","2011","°C","2.44"
"Temperature change","Italy","Temperature change","April","2012","°C","1.181"
"Temperature change","Italy","Temperature change","April","2013","°C","1.953"
"Temperature change","Italy","Temperature change","May","2000","°C","2.777"
"Temperature change","Italy","Temperature change","May","2001","°C","2.289"
"Temperature change","Italy","Temperature change","May","2002","°C","1.145"
"Temperature change","Italy","Temperature change","May","2003","°C","2.948"
